geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
France;GF0405;Economic affairs;Transport;18;18;19;19;20;19;19;19;19;19;19;19;21;20;19;20;20;20;20;22
France;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
France;GF0407;Economic affairs;Other industries;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;4;5
France;GF0408;Economic affairs;R&D Economic affairs;8;9;8;8;8;8;8;8;9;9;9;8;8;8;8;8;8;8;8;9
France;GF0409;Economic affairs;Economic affairs n.e.c.;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1
France;GF0501;Environmental protection;Waste management;3;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
France;GF0502;Environmental protection;Waste water management;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2
France;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
France;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
France;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
France;GF0601;Housing and community amenities;Housing development;2;2;2;2;1;2;2;3;4;5;4;4;4;3;3;3;3;3;2;3
France;GF0602;Housing and community amenities;Community development;7;7;8;8;7;7;7;7;8;7;7;7;7;7;6;6;6;6;6;6
France;GF0603;Housing and community amenities;Water supply;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1
France;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
France;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0701;Health;Medical products, appliances and equipment;12;12;13;13;13;12;12;12;15;15;15;14;14;15;14;14;14;14;14;15
France;GF0702;Health;Outpatient services;24;25;26;27;27;27;27;27;27;27;27;28;28;29;29;29;29;29;29;31
France;GF0703;Health;Hospital services;32;33;33;33;34;33;32;32;34;34;34;35;35;36;35;35;34;34;34;38
France;GF0704;Health;Public health services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3
France;GF0705;Health;R&D Health;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
France;GF0706;Health;Health n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
France;GF0801;Recreation, culture and religion;Recreational and sporting services;4;5;5;5;5;5;5;5;6;6;6;6;6;6;5;5;5;5;6;6
France;GF0802;Recreation, culture and religion;Cultural services;6;6;7;7;7;7;7;7;8;8;8;8;8;8;7;7;7;7;7;7
France;GF0803;Recreation, culture and religion;Broadcasting and publishing services;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2
France;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0901;Education;Pre-primary and primary education;14;15;15;14;14;14;13;13;14;14;14;12;14;14;14;14;14;14;14;15
France;GF0902;Education;Secondary education;26;27;27;26;26;25;24;24;25;25;24;26;24;24;24;24;24;23;22;24
France;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0
France;GF0904;Education;Tertiary education;6;6;6;6;6;6;5;6;6;7;7;7;6;6;6;6;6;6;6;7
France;GF0905;Education;Education not definable by level;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2
France;GF0906;Education;Subsidiary services to education;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7
France;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF0908;Education;Education n.e.c.;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
France;GF1001;Social protection;Sickness and disability;23;23;24;25;25;25;26;25;28;27;27;28;28;27;28;29;29;29;29;33
France;GF1002;Social protection;Old age;103;104;107;110;112;115;116;120;129;129;131;133;135;136;135;135;133;132;131;141
France;GF1003;Social protection;Survivors;15;15;15;15;15;15;14;14;15;16;15;16;16;16;16;15;15;15;15;16
France;GF1004;Social protection;Family and children;24;24;24;24;23;24;24;24;25;24;24;25;25;25;24;24;23;23;22;24
France;GF1005;Social protection;Unemployment;17;19;21;21;19;18;16;15;18;19;19;19;20;20;19;20;19;19;18;33
France;GF1006;Social protection;Housing;9;9;9;9;9;9;8;9;10;9;9;9;9;9;9;9;9;9;9;9
France;GF1007;Social protection;Social exclusion n.e.c.;11;11;11;7;7;8;9;9;10;10;10;10;10;10;10;10;11;11;13;15
France;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;GF1009;Social protection;Social protection n.e.c.;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Croatia;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;12;12;15;13;14;18;17;18;18;25;16;11;20;29;24;28;24;23;25;33
Croatia;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0103;General public services;General services;5;5;5;4;4;4;4;4;4;4;5;5;4;3;4;4;4;3;3;4
Croatia;GF0104;General public services;Basic research;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
Croatia;GF0106;General public services;General public services n.e.c.;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;1
Croatia;GF0107;General public services;Public debt transactions;23;17;17;18;19;18;18;19;23;25;28;32;33;38;38;35;31;27;25;24
Croatia;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0201;Defence;Military defence;17;15;13;16;13;13;13;15;14;14;14;14;13;11;12;11;10;10;9;10
Croatia;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0205;Defence;Defence n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0301;Public order and safety;Police services;16;14;15;13;11;15;12;12;12;13;13;13;12;12;13;14;13;11;12;14
Croatia;GF0302;Public order and safety;Fire-protection services;3;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;2;2;2;3
Croatia;GF0303;Public order and safety;Law courts;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5
Croatia;GF0304;Public order and safety;Prisons;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2
Croatia;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0306;Public order and safety;Public order and safety n.e.c.;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0401;Economic affairs;General economic, commercial and labour affairs;23;12;17;12;18;13;11;12;11;8;8;18;14;11;12;12;11;17;20;42
Croatia;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;12;13;12;14;12;12;12;13;13;14;13;13;10;9;7;7;7;6;6;6
Croatia;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;0;0;1;2;4;4;6;8;9;10;10;12
Croatia;GF0404;Economic affairs;Mining, manufacturing and construction;2;3;3;3;2;2;3;4;7;12;27;5;1;2;1;2;1;7;8;7
Croatia;GF0405;Economic affairs;Transport;53;47;64;58;57;53;61;60;58;43;41;41;48;37;36;33;29;33;33;40
Croatia;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0407;Economic affairs;Other industries;1;2;1;1;2;2;2;2;2;2;2;2;3;2;3;3;3;4;4;4
Croatia;GF0408;Economic affairs;R&D Economic affairs;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0409;Economic affairs;Economic affairs n.e.c.;4;4;4;4;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1
Croatia;GF0501;Environmental protection;Waste management;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0502;Environmental protection;Waste water management;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1
Croatia;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2
Croatia;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0506;Environmental protection;Environmental protection n.e.c.;4;3;3;4;4;3;4;4;4;3;3;4;4;3;4;3;3;3;3;4
Croatia;GF0601;Housing and community amenities;Housing development;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;2
Croatia;GF0602;Housing and community amenities;Community development;5;6;6;5;5;4;6;7;6;5;6;7;7;7;6;7;6;5;6;6
Croatia;GF0603;Housing and community amenities;Water supply;12;14;14;15;13;13;12;12;11;11;8;10;10;11;8;10;8;9;8;11
Croatia;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;2;2;2;3;2;2;2;2;2;1;1;1;1;1;1
Croatia;GF0605;Housing and community amenities;R&D Housing and community amenities;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;2;3;3;3;3;4;3;4;3;3;3;3;3;4;4;4;4;3;3;4
Croatia;GF0701;Health;Medical products, appliances and equipment;14;12;12;14;14;14;14;13;15;16;16;16;19;15;17;16;16;16;18;20
Croatia;GF0702;Health;Outpatient services;9;10;10;10;10;9;9;8;9;9;9;10;8;12;10;11;10;10;9;10
Croatia;GF0703;Health;Hospital services;31;30;30;30;29;28;28;27;29;29;30;30;29;30;31;30;31;30;31;36
Croatia;GF0704;Health;Public health services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
Croatia;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0706;Health;Health n.e.c.;6;7;7;7;7;6;6;6;6;6;6;6;5;5;5;4;4;4;4;4
Croatia;GF0801;Recreation, culture and religion;Recreational and sporting services;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;4;3;3;3;4
Croatia;GF0802;Recreation, culture and religion;Cultural services;6;6;6;5;6;6;6;7;8;7;7;7;7;7;7;6;6;7;7;8
Croatia;GF0803;Recreation, culture and religion;Broadcasting and publishing services;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;4;5
Croatia;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0901;Education;Pre-primary and primary education;24;28;27;25;24;22;21;22;22;23;23;24;23;24;24;23;23;23;24;26
Croatia;GF0902;Education;Secondary education;11;13;12;11;11;10;10;9;10;10;10;10;10;10;10;9;9;9;9;10
Croatia;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0904;Education;Tertiary education;14;12;11;11;10;9;9;8;8;8;8;8;9;9;9;9;9;9;10;11
Croatia;GF0905;Education;Education not definable by level;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF0906;Education;Subsidiary services to education;3;4;4;4;4;4;3;2;2;2;2;3;3;3;3;3;3;3;3;3
Croatia;GF0907;Education;R&D Education;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF0908;Education;Education n.e.c.;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;2;3
Croatia;GF1001;Social protection;Sickness and disability;20;24;21;22;20;19;19;19;21;21;22;21;20;22;22;20;19;17;17;19
Croatia;GF1002;Social protection;Old age;89;105;86;87;81;85;82;82;90;89;89;91;89;90;90;87;85;84;84;94
Croatia;GF1003;Social protection;Survivors;10;12;10;10;10;10;10;9;10;10;11;11;11;11;11;11;10;13;13;14
Croatia;GF1004;Social protection;Family and children;20;22;21;19;17;18;17;16;20;20;22;18;19;21;22;17;17;19;19;22
Croatia;GF1005;Social protection;Unemployment;4;5;4;4;5;4;4;4;4;4;5;5;5;5;5;4;4;4;4;5
Croatia;GF1006;Social protection;Housing;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Croatia;GF1007;Social protection;Social exclusion n.e.c.;1;2;3;3;3;2;2;2;3;3;2;3;3;2;2;1;1;1;1;1
Croatia;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;GF1009;Social protection;Social protection n.e.c.;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2
Italy;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;25;26;26;25;25;25;23;24;26;25;24;28;27;29;26;25;25;23;22;33
Italy;GF0102;General public services;Foreign economic aid;0;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0103;General public services;General services;10;11;11;11;11;11;10;10;11;10;10;10;9;9;9;8;8;9;8;9
Italy;GF0104;General public services;Basic research;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
Italy;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0106;General public services;General public services n.e.c.;4;4;4;4;3;4;3;3;3;3;3;3;2;3;2;2;2;2;2;2
Italy;GF0107;General public services;Public debt transactions;61;55;50;48;47;46;49;50;46;45;48;53;50;48;43;41;40;38;36;37
Italy;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0201;Defence;Military defence;11;11;12;12;12;12;11;13;14;13;13;12;12;11;11;12;12;12;12;13
Italy;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Italy;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0301;Public order and safety;Police services;11;11;12;12;12;11;11;11;12;12;12;12;11;11;11;11;11;11;11;12
Italy;GF0302;Public order and safety;Fire-protection services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Italy;GF0303;Public order and safety;Law courts;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3
Italy;GF0304;Public order and safety;Prisons;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Italy;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0401;Economic affairs;General economic, commercial and labour affairs;3;4;3;2;2;2;2;3;2;2;2;2;2;3;5;3;7;4;3;4
Italy;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;6;6;4;4;4;4;4;3;4;3;4;3;3;3;2;2;2;2;2;3
Italy;GF0403;Economic affairs;Fuel and energy;2;3;2;3;3;3;2;2;3;3;5;7;7;9;8;9;8;7;7;7
Italy;GF0404;Economic affairs;Mining, manufacturing and construction;6;4;7;6;6;5;5;4;7;4;3;3;3;3;3;3;2;2;2;6
Italy;GF0405;Economic affairs;Transport;19;19;18;18;19;29;20;19;21;19;19;18;18;18;18;17;17;17;18;21
Italy;GF0406;Economic affairs;Communication;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;1;0;1
Italy;GF0407;Economic affairs;Other industries;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;5
Italy;GF0408;Economic affairs;R&D Economic affairs;4;5;5;4;4;4;4;4;4;4;4;3;4;3;4;4;4;5;5;6
Italy;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
Italy;GF0501;Environmental protection;Waste management;4;4;4;4;4;3;4;4;4;5;5;5;6;6;6;6;6;6;6;6
Italy;GF0502;Environmental protection;Waste water management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0503;Environmental protection;Pollution abatement;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0
Italy;GF0504;Environmental protection;Protection of biodiversity and landscape;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
Italy;GF0505;Environmental protection;R&D Environmental protection;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0506;Environmental protection;Environmental protection n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0601;Housing and community amenities;Housing development;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1
Italy;GF0602;Housing and community amenities;Community development;3;3;3;3;3;3;3;3;4;4;3;3;3;2;2;2;2;1;2;2
Italy;GF0603;Housing and community amenities;Water supply;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0701;Health;Medical products, appliances and equipment;11;11;11;11;11;11;10;10;11;10;10;9;9;10;11;10;10;10;9;10
Italy;GF0702;Health;Outpatient services;19;20;20;21;23;23;22;23;25;25;25;25;25;26;25;24;24;25;25;29
Italy;GF0703;Health;Hospital services;27;27;28;29;30;31;30;32;33;33;32;32;31;30;30;29;28;28;28;32
Italy;GF0704;Health;Public health services;2;2;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;5
Italy;GF0705;Health;R&D Health;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0706;Health;Health n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Italy;GF0801;Recreation, culture and religion;Recreational and sporting services;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3
Italy;GF0802;Recreation, culture and religion;Cultural services;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3
Italy;GF0803;Recreation, culture and religion;Broadcasting and publishing services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2
Italy;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0901;Education;Pre-primary and primary education;16;16;16;15;16;16;16;14;16;15;15;15;15;15;15;14;14;14;14;16
Italy;GF0902;Education;Secondary education;21;21;21;20;21;20;20;20;21;20;19;19;19;19;18;18;18;18;18;19
Italy;GF0903;Education;Post-secondary non-tertiary education;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0
Italy;GF0904;Education;Tertiary education;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3
Italy;GF0905;Education;Education not definable by level;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0906;Education;Subsidiary services to education;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Italy;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF0908;Education;Education n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Italy;GF1001;Social protection;Sickness and disability;13;15;16;16;15;15;15;16;17;17;16;18;18;18;18;18;18;18;18;20
Italy;GF1002;Social protection;Old age;114;110;116;116;117;118;119;123;132;133;132;136;139;137;137;134;133;133;135;151
Italy;GF1003;Social protection;Survivors;25;24;25;24;25;24;24;24;26;26;26;27;27;27;27;26;26;26;25;28
Italy;GF1004;Social protection;Family and children;8;8;8;8;8;8;9;9;11;9;9;10;10;10;9;10;10;10;9;11
Italy;GF1005;Social protection;Unemployment;4;4;4;5;5;5;5;5;8;9;9;10;12;12;12;11;11;11;11;25
Italy;GF1006;Social protection;Housing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Italy;GF1007;Social protection;Social exclusion n.e.c.;2;1;1;1;1;1;2;2;2;2;2;2;2;6;8;8;9;9;10;15
Italy;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;GF1009;Social protection;Social protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;30;31;37;33;36;38;39;40;46;39;43;46;34;38;40;34;32;28;31;33
Cyprus;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0103;General public services;General services;15;15;17;16;14;15;17;16;20;18;17;16;16;14;14;14;12;12;11;14
Cyprus;GF0104;General public services;Basic research;1;1;2;2;2;3;3;3;4;4;4;4;5;5;5;4;4;5;5;6
Cyprus;GF0105;General public services;R&D General public services;1;2;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0
Cyprus;GF0106;General public services;General public services n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0107;General public services;Public debt transactions;31;29;32;30;31;29;28;26;23;20;22;34;33;32;30;26;24;24;23;22
Cyprus;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0201;Defence;Military defence;17;19;20;17;17;18;16;15;17;21;18;17;16;14;14;14;20;18;16;18
Cyprus;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0203;Defence;Foreign military aid;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0301;Public order and safety;Police services;14;14;16;15;15;15;14;15;16;17;16;15;17;14;13;13;13;13;13;14
Cyprus;GF0302;Public order and safety;Fire-protection services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2
Cyprus;GF0303;Public order and safety;Law courts;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2
Cyprus;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0401;Economic affairs;General economic, commercial and labour affairs;3;3;3;3;3;3;3;2;3;3;4;3;13;89;13;3;4;77;24;33
Cyprus;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;19;16;17;17;13;11;10;11;8;9;8;7;8;7;7;8;5;5;6;6
Cyprus;GF0403;Economic affairs;Fuel and energy;1;1;1;1;2;2;2;2;2;2;2;1;2;3;3;3;2;2;2;2
Cyprus;GF0404;Economic affairs;Mining, manufacturing and construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0405;Economic affairs;Transport;11;12;12;12;11;11;8;8;8;11;10;9;10;6;6;6;7;6;6;7
Cyprus;GF0406;Economic affairs;Communication;1;1;2;0;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0407;Economic affairs;Other industries;8;9;9;8;8;9;8;8;10;9;8;6;6;5;4;4;4;5;4;4
Cyprus;GF0408;Economic affairs;R&D Economic affairs;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprus;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0501;Environmental protection;Waste management;2;2;2;3;3;3;3;2;3;3;3;3;2;2;2;2;2;2;2;2
Cyprus;GF0502;Environmental protection;Waste water management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Cyprus;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
