unit;sector;na_item;geo;TIME_PERIOD;OBS_VALUE
Million euro;General government;Government consolidated gross debt;Netherlands;2007;266181.0
Million euro;General government;Government consolidated gross debt;Netherlands;2008;353996.0
Million euro;General government;Government consolidated gross debt;Netherlands;2009;354723.0
Million euro;General government;Government consolidated gross debt;Netherlands;2010;378722.0
Million euro;General government;Government consolidated gross debt;Netherlands;2011;401263.0
Million euro;General government;Government consolidated gross debt;Netherlands;2012;432395.0
Million euro;General government;Government consolidated gross debt;Netherlands;2013;446999.0
Million euro;General government;Government consolidated gross debt;Netherlands;2014;455806.0
Million euro;General government;Government consolidated gross debt;Netherlands;2015;446069.0
Million euro;General government;Government consolidated gross debt;Netherlands;2016;438462.0
Million euro;General government;Government consolidated gross debt;Netherlands;2017;420375.0
Million euro;General government;Government consolidated gross debt;Netherlands;2018;405840.0
Million euro;General government;Government consolidated gross debt;Netherlands;2019;394732.0
Million euro;General government;Government consolidated gross debt;Netherlands;2020;435459.0
Million euro;General government;Government consolidated gross debt;Poland;2001;83306.4
Million euro;General government;Government consolidated gross debt;Poland;2002;84224.1
Million euro;General government;Government consolidated gross debt;Poland;2003;83894.0
Million euro;General government;Government consolidated gross debt;Poland;2004;103059.1
Million euro;General government;Government consolidated gross debt;Poland;2005;119592.0
Million euro;General government;Government consolidated gross debt;Poland;2006;131958.8
Million euro;General government;Government consolidated gross debt;Poland;2007;147052.7
Million euro;General government;Government consolidated gross debt;Poland;2008;144651.7
Million euro;General government;Government consolidated gross debt;Poland;2009;166538.0
Million euro;General government;Government consolidated gross debt;Poland;2010;194894.8
Million euro;General government;Government consolidated gross debt;Poland;2011;192144.5
Million euro;General government;Government consolidated gross debt;Poland;2012;216868.9
Million euro;General government;Government consolidated gross debt;Poland;2013;224119.6
Million euro;General government;Government consolidated gross debt;Poland;2014;204509.3
Million euro;General government;Government consolidated gross debt;Poland;2015;216566.3
Million euro;General government;Government consolidated gross debt;Poland;2016;229014.4
Million euro;General government;Government consolidated gross debt;Poland;2017;241130.0
Million euro;General government;Government consolidated gross debt;Poland;2018;240804.6
Million euro;General government;Government consolidated gross debt;Poland;2019;245729.6
Million euro;General government;Government consolidated gross debt;Poland;2020;293124.1
Million euro;General government;Government consolidated gross debt;Portugal;2001;77908.0
Million euro;General government;Government consolidated gross debt;Portugal;2002;85594.9
Million euro;General government;Government consolidated gross debt;Portugal;2003;93333.4
Million euro;General government;Government consolidated gross debt;Portugal;2004;102157.9
Million euro;General government;Government consolidated gross debt;Portugal;2005;114552.9
Million euro;General government;Government consolidated gross debt;Portugal;2006;122499.7
Million euro;General government;Government consolidated gross debt;Portugal;2007;127625.5
Million euro;General government;Government consolidated gross debt;Portugal;2008;135477.9
Million euro;General government;Government consolidated gross debt;Portugal;2009;154014.0
Million euro;General government;Government consolidated gross debt;Portugal;2010;179996.0
Million euro;General government;Government consolidated gross debt;Portugal;2011;201459.4
Million euro;General government;Government consolidated gross debt;Portugal;2012;217160.3
Million euro;General government;Government consolidated gross debt;Portugal;2013;224077.6
Million euro;General government;Government consolidated gross debt;Portugal;2014;230058.8
Million euro;General government;Government consolidated gross debt;Portugal;2015;235746.1
Million euro;General government;Government consolidated gross debt;Portugal;2016;245244.8
Million euro;General government;Government consolidated gross debt;Portugal;2017;247174.5
Million euro;General government;Government consolidated gross debt;Portugal;2018;249260.5
Million euro;General government;Government consolidated gross debt;Portugal;2019;249977.5
Million euro;General government;Government consolidated gross debt;Portugal;2020;270494.9
Million euro;General government;Government consolidated gross debt;Romania;2001;10917.2
Million euro;General government;Government consolidated gross debt;Romania;2002;10757.1
Million euro;General government;Government consolidated gross debt;Romania;2003;10309.5
Million euro;General government;Government consolidated gross debt;Romania;2004;11768.7
Million euro;General government;Government consolidated gross debt;Romania;2005;12397.6
Million euro;General government;Government consolidated gross debt;Romania;2006;12585.6
Million euro;General government;Government consolidated gross debt;Romania;2007;14099.4
Million euro;General government;Government consolidated gross debt;Romania;2008;16555.6
Million euro;General government;Government consolidated gross debt;Romania;2009;27295.7
Million euro;General government;Government consolidated gross debt;Romania;2010;36728.8
Million euro;General government;Government consolidated gross debt;Romania;2011;43937.9
Million euro;General government;Government consolidated gross debt;Romania;2012;49445.7
Million euro;General government;Government consolidated gross debt;Romania;2013;53429.3
Million euro;General government;Government consolidated gross debt;Romania;2014;58489.2
Million euro;General government;Government consolidated gross debt;Romania;2015;59494.1
Million euro;General government;Government consolidated gross debt;Romania;2016;62788.8
Million euro;General government;Government consolidated gross debt;Romania;2017;64559.5
Million euro;General government;Government consolidated gross debt;Romania;2018;70873.5
Million euro;General government;Government consolidated gross debt;Romania;2019;78088.4
